codigo_postal,municipio_id,municipio_nombre,id_provincia,id_ccaa,Comunidad Autónoma,Provincia
1340,1022,Elciego,1,16,País Vasco,Araba/Álava
1400,1036,Laudio/Llodio,1,16,País Vasco,Araba/Álava
1408,1010,Ayala/Aiara,1,16,País Vasco,Araba/Álava
1409,1042,Okondo,1,16,País Vasco,Araba/Álava
1420,1046,Erriberagoitia/Ribera Alta,1,16,País Vasco,Araba/Álava
1423,1046,Erriberagoitia/Ribera Alta,1,16,País Vasco,Araba/Álava
1423,1049,Añana,1,16,País Vasco,Araba/Álava
1423,1055,Valdegovía/Gaubea,1,16,País Vasco,Araba/Álava
1423,1902,Lantarón,1,16,País Vasco,Araba/Álava
1426,1046,Erriberagoitia/Ribera Alta,1,16,País Vasco,Araba/Álava
1426,1049,Añana,1,16,País Vasco,Araba/Álava
1426,1055,Valdegovía/Gaubea,1,16,País Vasco,Araba/Álava
1427,1055,Valdegovía/Gaubea,1,16,País Vasco,Araba/Álava
1427,9050,Berberana,9,7,Castilla y León,Burgos
1427,9192,Jurisdicción de San Zadornil,9,7,Castilla y León,Burgos
1428,1046,Erriberagoitia/Ribera Alta,1,16,País Vasco,Araba/Álava
1428,1055,Valdegovía/Gaubea,1,16,País Vasco,Araba/Álava
1428,1901,Iruña Oka/Iruña de Oca,1,16,País Vasco,Araba/Álava
1430,1020,Kuartango,1,16,País Vasco,Araba/Álava
1439,1020,Kuartango,1,16,País Vasco,Araba/Álava
1440,1054,Urkabustaiz,1,16,País Vasco,Araba/Álava
1449,1054,Urkabustaiz,1,16,País Vasco,Araba/Álava
1450,1002,Amurrio,1,16,País Vasco,Araba/Álava
1450,1054,Urkabustaiz,1,16,País Vasco,Araba/Álava
1450,1063,Zuia,1,16,País Vasco,Araba/Álava
1468,1002,Amurrio,1,16,País Vasco,Araba/Álava
1470,1002,Amurrio,1,16,País Vasco,Araba/Álava
1470,1010,Ayala/Aiara,1,16,País Vasco,Araba/Álava
1474,1004,Artziniega,1,16,País Vasco,Araba/Álava
1476,1010,Ayala/Aiara,1,16,País Vasco,Araba/Álava
1477,1010,Ayala/Aiara,1,16,País Vasco,Araba/Álava
1478,1004,Artziniega,1,16,País Vasco,Araba/Álava
1478,1010,Ayala/Aiara,1,16,País Vasco,Araba/Álava
1479,1010,Ayala/Aiara,1,16,País Vasco,Araba/Álava
1510,1008,Arratzua-Ubarrundia,1,16,País Vasco,Araba/Álava
1510,1058,Legutio,1,16,País Vasco,Araba/Álava
1510,1059,Vitoria-Gasteiz,1,16,País Vasco,Araba/Álava
1520,1008,Arratzua-Ubarrundia,1,16,País Vasco,Araba/Álava
1520,1059,Vitoria-Gasteiz,1,16,País Vasco,Araba/Álava
1830,10189,Torrejoncillo,1,16,País Vasco,Araba/Álava
1857,10003,Acebo,1,16,País Vasco,Araba/Álava
2001,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2002,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2003,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2004,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2005,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2006,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2008,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2013,2059,Peñascosa,2,8,Castilla-La Mancha,Albacete
2049,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2071,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2099,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2099,2901,Pozo Cañada,2,8,Castilla-La Mancha,Albacete
2100,2073,Tarazona de la Mancha,2,8,Castilla-La Mancha,Albacete
2110,2035,"Gineta, La",2,8,Castilla-La Mancha,Albacete
2120,2060,Peñas de San Pedro,2,8,Castilla-La Mancha,Albacete
2124,2006,Alcadozo,2,8,Castilla-La Mancha,Albacete
2124,2011,Ayna,2,8,Castilla-La Mancha,Albacete
2124,2044,Liétor,2,8,Castilla-La Mancha,Albacete
2125,2011,Ayna,2,8,Castilla-La Mancha,Albacete
2126,2011,Ayna,2,8,Castilla-La Mancha,Albacete
2127,2060,Peñas de San Pedro,2,8,Castilla-La Mancha,Albacete
2128,2006,Alcadozo,2,8,Castilla-La Mancha,Albacete
2128,2060,Peñas de San Pedro,2,8,Castilla-La Mancha,Albacete
2129,2063,Pozohondo,2,8,Castilla-La Mancha,Albacete
2130,2017,Bogarra,2,8,Castilla-La Mancha,Albacete
2136,2058,Paterna del Madera,2,8,Castilla-La Mancha,Albacete
2137,2058,Paterna del Madera,2,8,Castilla-La Mancha,Albacete
2138,2017,Bogarra,2,8,Castilla-La Mancha,Albacete
2138,2059,Peñascosa,2,8,Castilla-La Mancha,Albacete
2139,2011,Ayna,2,8,Castilla-La Mancha,Albacete
2139,2017,Bogarra,2,8,Castilla-La Mancha,Albacete
2140,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2141,2063,Pozohondo,2,8,Castilla-La Mancha,Albacete
2142,2044,Liétor,2,8,Castilla-La Mancha,Albacete
2142,2063,Pozohondo,2,8,Castilla-La Mancha,Albacete
2150,2075,Valdeganga,2,8,Castilla-La Mancha,Albacete
2151,2021,Casas de Juan Núñez,2,8,Castilla-La Mancha,Albacete
2152,2002,Alatoz,2,8,Castilla-La Mancha,Albacete
2153,2020,Carcelén,2,8,Castilla-La Mancha,Albacete
2154,2064,Pozo-Lorente,2,8,Castilla-La Mancha,Albacete
2154,2083,Villavaliente,2,8,Castilla-La Mancha,Albacete
2155,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2156,2029,Chinchilla de Monte-Aragón,2,8,Castilla-La Mancha,Albacete
2160,2043,Lezuza,2,8,Castilla-La Mancha,Albacete
2161,2043,Lezuza,2,8,Castilla-La Mancha,Albacete
2162,2038,"Herrera, La",2,8,Castilla-La Mancha,Albacete
2170,21013,Bollullos Par del Condado,2,8,Castilla-La Mancha,Albacete
2200,2024,Casas-Ibáñez,2,8,Castilla-La Mancha,Albacete
2210,2007,Alcalá del Júcar,2,8,Castilla-La Mancha,Albacete
2211,2007,Alcalá del Júcar,2,8,Castilla-La Mancha,Albacete
2212,2023,Casas de Ves,2,8,Castilla-La Mancha,Albacete
2213,2013,Balsa de Ves,2,8,Castilla-La Mancha,Albacete
2213,2077,Villa de Ves,2,8,Castilla-La Mancha,Albacete
2214,2007,Alcalá del Júcar,2,8,Castilla-La Mancha,Albacete
2214,2013,Balsa de Ves,2,8,Castilla-La Mancha,Albacete
2215,2005,Alborea,2,8,Castilla-La Mancha,Albacete
2215,2082,Villatoya,2,8,Castilla-La Mancha,Albacete
2220,2052,Motilleja,2,8,Castilla-La Mancha,Albacete
2230,2045,Madrigueras,2,8,Castilla-La Mancha,Albacete
2236,2078,Villalgordo del Júcar,2,8,Castilla-La Mancha,Albacete
2240,2046,Mahora,2,8,Castilla-La Mancha,Albacete
2246,2054,Navas de Jorquera,2,8,Castilla-La Mancha,Albacete
2247,2026,Cenizate,2,8,Castilla-La Mancha,Albacete
2248,2041,Jorquera,2,8,Castilla-La Mancha,Albacete
2249,2034,Fuentealbilla,2,8,Castilla-La Mancha,Albacete
2249,2041,Jorquera,2,8,Castilla-La Mancha,Albacete
2249,2066,"Recueja, La",2,8,Castilla-La Mancha,Albacete
2250,2001,Abengibre,2,8,Castilla-La Mancha,Albacete
2251,2034,Fuentealbilla,2,8,Castilla-La Mancha,Albacete
2253,2036,Golosalvo,2,8,Castilla-La Mancha,Albacete
2260,2034,Fuentealbilla,2,8,Castilla-La Mancha,Albacete
2270,2079,Villamalea,2,8,Castilla-La Mancha,Albacete
2300,2008,Alcaraz,2,8,Castilla-La Mancha,Albacete
2310,2085,Viveros,2,8,Castilla-La Mancha,Albacete
2311,2062,Povedilla,2,8,Castilla-La Mancha,Albacete
2312,2008,Alcaraz,2,8,Castilla-La Mancha,Albacete
2313,2059,Peñascosa,2,8,Castilla-La Mancha,Albacete
2314,2008,Alcaraz,2,8,Castilla-La Mancha,Albacete
2314,2047,Masegoso,2,8,Castilla-La Mancha,Albacete
2314,2059,Peñascosa,2,8,Castilla-La Mancha,Albacete
2315,2076,Vianos,2,8,Castilla-La Mancha,Albacete
2316,2070,Salobre,2,8,Castilla-La Mancha,Albacete
2320,2012,Balazote,2,8,Castilla-La Mancha,Albacete
2326,2071,San Pedro,2,8,Castilla-La Mancha,Albacete
2327,2065,Pozuelo,2,8,Castilla-La Mancha,Albacete
2328,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2329,2022,Casas de Lázaro,2,8,Castilla-La Mancha,Albacete
2330,2008,Alcaraz,2,8,Castilla-La Mancha,Albacete
2331,2068,Robledo,2,8,Castilla-La Mancha,Albacete
2332,2068,Robledo,2,8,Castilla-La Mancha,Albacete
2340,2068,Robledo,2,8,Castilla-La Mancha,Albacete
2350,2080,Villapalacios,2,8,Castilla-La Mancha,Albacete
2360,2016,Bienservida,2,8,Castilla-La Mancha,Albacete
2395,29051,Estepona,2,8,Castilla-La Mancha,Albacete
2400,2037,Hellín,2,8,Castilla-La Mancha,Albacete
2409,2037,Hellín,2,8,Castilla-La Mancha,Albacete
2410,2044,Liétor,2,8,Castilla-La Mancha,Albacete
2410,9018,Aranda de Duero,9,7,Castilla y León,Burgos
2420,2037,Hellín,2,8,Castilla-La Mancha,Albacete
2430,2030,Elche de la Sierra,2,8,Castilla-La Mancha,Albacete
2434,2042,Letur,2,8,Castilla-La Mancha,Albacete
2435,2072,Socovos,2,8,Castilla-La Mancha,Albacete
2436,2031,Férez,2,8,Castilla-La Mancha,Albacete
2437,2072,Socovos,2,8,Castilla-La Mancha,Albacete
2439,2030,Elche de la Sierra,2,8,Castilla-La Mancha,Albacete
2440,2049,Molinicos,2,8,Castilla-La Mancha,Albacete
2448,2017,Bogarra,2,8,Castilla-La Mancha,Albacete
2448,2049,Molinicos,2,8,Castilla-La Mancha,Albacete
2449,2030,Elche de la Sierra,2,8,Castilla-La Mancha,Albacete
2449,2049,Molinicos,2,8,Castilla-La Mancha,Albacete
2450,2067,Riópar,2,8,Castilla-La Mancha,Albacete
2459,2067,Riópar,2,8,Castilla-La Mancha,Albacete
2460,2084,Villaverde de Guadalimar,2,8,Castilla-La Mancha,Albacete
2461,2028,Cotillas,2,8,Castilla-La Mancha,Albacete
2462,2067,Riópar,2,8,Castilla-La Mancha,Albacete
2462,2084,Villaverde de Guadalimar,2,8,Castilla-La Mancha,Albacete
2470,2030,Elche de la Sierra,2,8,Castilla-La Mancha,Albacete
2480,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2482,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2484,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2485,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2486,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2487,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2488,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2489,2086,Yeste,2,8,Castilla-La Mancha,Albacete
2490,2037,Hellín,2,8,Castilla-La Mancha,Albacete
2498,2037,Hellín,2,8,Castilla-La Mancha,Albacete
2499,2037,Hellín,2,8,Castilla-La Mancha,Albacete
2500,2074,Tobarra,2,8,Castilla-La Mancha,Albacete
2510,2029,Chinchilla de Monte-Aragón,2,8,Castilla-La Mancha,Albacete
2510,2901,Pozo Cañada,2,8,Castilla-La Mancha,Albacete
2511,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2512,2003,Albacete,2,8,Castilla-La Mancha,Albacete
2513,2074,Tobarra,2,8,Castilla-La Mancha,Albacete
2514,2074,Tobarra,2,8,Castilla-La Mancha,Albacete
2520,2029,Chinchilla de Monte-Aragón,2,8,Castilla-La Mancha,Albacete
2529,2029,Chinchilla de Monte-Aragón,2,8,Castilla-La Mancha,Albacete
2530,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2534,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2535,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2536,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2537,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2538,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2539,2055,Nerpio,2,8,Castilla-La Mancha,Albacete
2600,2081,Villarrobledo,2,8,Castilla-La Mancha,Albacete
2610,2019,"Bonillo, El",2,8,Castilla-La Mancha,Albacete
2611,2057,Ossa de Montiel,2,8,Castilla-La Mancha,Albacete
2612,2053,Munera,2,8,Castilla-La Mancha,Albacete
2612,2081,Villarrobledo,2,8,Castilla-La Mancha,Albacete
2614,2014,"Ballestero, El",2,8,Castilla-La Mancha,Albacete
2620,2048,Minaya,2,8,Castilla-La Mancha,Albacete
2630,2069,"Roda, La",2,8,Castilla-La Mancha,Albacete
2636,2078,Villalgordo del Júcar,2,8,Castilla-La Mancha,Albacete
2636,16060,Casas de Benítez,1,16,País Vasco,Araba/Álava
2637,2032,Fuensanta,2,8,Castilla-La Mancha,Albacete
2638,2050,Montalvos,2,8,Castilla-La Mancha,Albacete
2639,2015,Barrax,2,8,Castilla-La Mancha,Albacete
2639,2069,"Roda, La",2,8,Castilla-La Mancha,Albacete
2640,2009,Almansa,2,8,Castilla-La Mancha,Albacete
2650,2051,Montealegre del Castillo,2,8,Castilla-La Mancha,Albacete
2651,2033,Fuente-Álamo,2,8,Castilla-La Mancha,Albacete
2652,2056,Ontur,2,8,Castilla-La Mancha,Albacete
2653,2004,Albatana,2,8,Castilla-La Mancha,Albacete
2660,2025,Caudete,2,8,Castilla-La Mancha,Albacete
2660,2081,Villarrobledo,2,8,Castilla-La Mancha,Albacete
2690,2010,Alpera,2,8,Castilla-La Mancha,Albacete
2690,2039,Higueruela,2,8,Castilla-La Mancha,Albacete
2691,2018,Bonete,2,8,Castilla-La Mancha,Albacete
2692,2029,Chinchilla de Monte-Aragón,2,8,Castilla-La Mancha,Albacete
2692,2061,Pétrola,2,8,Castilla-La Mancha,Albacete
2693,2027,Corral-Rubio,2,8,Castilla-La Mancha,Albacete
2693,2061,Pétrola,2,8,Castilla-La Mancha,Albacete
2694,2039,Higueruela,2,8,Castilla-La Mancha,Albacete
2695,2029,Chinchilla de Monte-Aragón,2,8,Castilla-La Mancha,Albacete
2696,2040,Hoya-Gonzalo,2,8,Castilla-La Mancha,Albacete
2999,2011,Ayna,2,8,Castilla-La Mancha,Albacete
3001,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3002,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3003,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3004,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3005,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3006,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3007,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3008,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3009,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3010,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3011,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3012,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3013,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3014,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3015,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3016,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3100,3083,Jijona/Xixona,3,10,Comunitat Valenciana,Alicante/Alacant
3108,3132,"Torremanzanas/Torre de les Maçanes, la",3,10,Comunitat Valenciana,Alicante/Alacant
3109,3129,Tibi,3,10,Comunitat Valenciana,Alicante/Alacant
3110,3090,Mutxamel,3,10,Comunitat Valenciana,Alicante/Alacant
3111,3046,Busot,3,10,Comunitat Valenciana,Alicante/Alacant
3112,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3113,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3113,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3114,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3115,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3119,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3130,3121,Santa Pola,3,10,Comunitat Valenciana,Alicante/Alacant
3138,3014,Alicante/Alacant,3,10,Comunitat Valenciana,Alicante/Alacant
3139,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3140,3076,Guardamar del Segura,3,10,Comunitat Valenciana,Alicante/Alacant
3150,3064,Dolores,3,10,Comunitat Valenciana,Alicante/Alacant
3158,3055,Catral,3,10,Comunitat Valenciana,Alicante/Alacant
3158,3059,Crevillent,3,10,Comunitat Valenciana,Alicante/Alacant
3159,3061,Daya Nueva,3,10,Comunitat Valenciana,Alicante/Alacant
3160,3015,Almoradí,3,10,Comunitat Valenciana,Alicante/Alacant
3169,3012,Algorfa,3,10,Comunitat Valenciana,Alicante/Alacant
3170,3113,Rojales,3,10,Comunitat Valenciana,Alicante/Alacant
3176,3012,Algorfa,3,10,Comunitat Valenciana,Alicante/Alacant
3177,3062,Daya Vieja,3,10,Comunitat Valenciana,Alicante/Alacant
3177,3070,Formentera del Segura,3,10,Comunitat Valenciana,Alicante/Alacant
3177,3118,San Fulgencio,3,10,Comunitat Valenciana,Alicante/Alacant
3178,3034,Benijófar,3,10,Comunitat Valenciana,Alicante/Alacant
3179,3015,Almoradí,3,10,Comunitat Valenciana,Alicante/Alacant
3179,3070,Formentera del Segura,3,10,Comunitat Valenciana,Alicante/Alacant
3181,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3182,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3183,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3184,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3185,3103,Penàguila,3,10,Comunitat Valenciana,Alicante/Alacant
3185,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3186,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3187,3903,"Montesinos, Los",3,10,Comunitat Valenciana,Alicante/Alacant
3188,3133,Torrevieja,3,10,Comunitat Valenciana,Alicante/Alacant
3189,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3190,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3190,3902,Pilar de la Horadada,3,10,Comunitat Valenciana,Alicante/Alacant
3191,3902,Pilar de la Horadada,3,10,Comunitat Valenciana,Alicante/Alacant
3193,3120,San Miguel de Salinas,3,10,Comunitat Valenciana,Alicante/Alacant
3194,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3195,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3201,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3202,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3203,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3204,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3205,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3206,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3207,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3208,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3290,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3291,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3292,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3293,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3294,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3295,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3296,3065,Elche/Elx,3,10,Comunitat Valenciana,Alicante/Alacant
3300,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3310,3080,Jacarilla,3,10,Comunitat Valenciana,Alicante/Alacant
3311,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3312,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3313,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
3314,3099,Orihuela,3,10,Comunitat Valenciana,Alicante/Alacant
