codigo_postal,municipio_id,municipio_nombre,id_provincia,id_ccaa,Comunidad Autónoma,Provincia
01129,01037,Arraia-Maeztu,01,16,País Vasco,Araba/Álava
01130,01063,Zuia,01,16,País Vasco,Araba/Álava
01138,01018,Zigoitia,01,16,País Vasco,Araba/Álava
01139,01063,Zuia,01,16,País Vasco,Araba/Álava
01160,01003,Aramaio,01,16,País Vasco,Araba/Álava
01165,01003,Aramaio,01,16,País Vasco,Araba/Álava
01169,01003,Aramaio,01,16,País Vasco,Araba/Álava
01170,01058,Legutio,01,16,País Vasco,Araba/Álava
01171,01058,Legutio,01,16,País Vasco,Araba/Álava
01191,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01191,01901,Iruña Oka/Iruña de Oca,01,16,País Vasco,Araba/Álava
01192,01021,Elburgo/Burgelu,01,16,País Vasco,Araba/Álava
01192,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01193,01001,Alegría-Dulantzi,01,16,País Vasco,Araba/Álava
01193,01021,Elburgo/Burgelu,01,16,País Vasco,Araba/Álava
01193,01027,Iruraiz-Gauna,01,16,País Vasco,Araba/Álava
01193,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01194,01016,Bernedo,01,16,País Vasco,Araba/Álava
01194,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01195,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01195,01901,Iruña Oka/Iruña de Oca,01,16,País Vasco,Araba/Álava
01196,01018,Zigoitia,01,16,País Vasco,Araba/Álava
01196,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01200,01051,Agurain/Salvatierra,01,16,País Vasco,Araba/Álava
01206,01013,Barrundia,01,16,País Vasco,Araba/Álava
01206,01027,Iruraiz-Gauna,01,16,País Vasco,Araba/Álava
01207,01027,Iruraiz-Gauna,01,16,País Vasco,Araba/Álava
01207,01051,Agurain/Salvatierra,01,16,País Vasco,Araba/Álava
01207,01053,San Millán/Donemiliaga,01,16,País Vasco,Araba/Álava
01208,01009,Asparrena,01,16,País Vasco,Araba/Álava
01208,01013,Barrundia,01,16,País Vasco,Araba/Álava
01208,01053,San Millán/Donemiliaga,01,16,País Vasco,Araba/Álava
01208,01061,Zalduondo,01,16,País Vasco,Araba/Álava
01211,01006,Armiñón,01,16,País Vasco,Araba/Álava
01211,01014,Berantevilla,01,16,País Vasco,Araba/Álava
01211,01030,Lagrán,01,16,País Vasco,Araba/Álava
01211,01044,Peñacerrada-Urizaharra,01,16,País Vasco,Araba/Álava
01211,09109,Condado de Treviño,09,7,Castilla y León,Burgos
01212,01014,Berantevilla,01,16,País Vasco,Araba/Álava
01212,01028,Labastida/Bastida,01,16,País Vasco,Araba/Álava
01212,01044,Peñacerrada-Urizaharra,01,16,País Vasco,Araba/Álava
01212,01062,Zambrana,01,16,País Vasco,Araba/Álava
01213,01046,Erriberagoitia/Ribera Alta,01,16,País Vasco,Araba/Álava
01213,01047,Ribera Baja/Erribera Beitia,01,16,País Vasco,Araba/Álava
01213,01902,Lantarón,01,16,País Vasco,Araba/Álava
01216,01016,Bernedo,01,16,País Vasco,Araba/Álava
01216,01044,Peñacerrada-Urizaharra,01,16,País Vasco,Araba/Álava
01220,01006,Armiñón,01,16,País Vasco,Araba/Álava
01220,01014,Berantevilla,01,16,País Vasco,Araba/Álava
01220,01046,Erriberagoitia/Ribera Alta,01,16,País Vasco,Araba/Álava
01220,01047,Ribera Baja/Erribera Beitia,01,16,País Vasco,Araba/Álava
01230,01901,Iruña Oka/Iruña de Oca,01,16,País Vasco,Araba/Álava
01240,01001,Alegría-Dulantzi,01,16,País Vasco,Araba/Álava
01250,01009,Asparrena,01,16,País Vasco,Araba/Álava
01260,01009,Asparrena,01,16,País Vasco,Araba/Álava
01300,01031,Laguardia,01,16,País Vasco,Araba/Álava
01306,01033,Lapuebla de Labarca,01,16,País Vasco,Araba/Álava
01307,01011,Baños de Ebro/Mañueta,01,16,País Vasco,Araba/Álava
01307,01052,Samaniego,01,16,País Vasco,Araba/Álava
01307,01057,Villabuena de Álava/Eskuernaga,01,16,País Vasco,Araba/Álava
01308,01019,Kripan,01,16,País Vasco,Araba/Álava
01308,01031,Laguardia,01,16,País Vasco,Araba/Álava
01308,01032,Lanciego/Lantziego,01,16,País Vasco,Araba/Álava
01309,01023,Elvillar/Bilar,01,16,País Vasco,Araba/Álava
01309,01031,Laguardia,01,16,País Vasco,Araba/Álava
01309,01034,Leza,01,16,País Vasco,Araba/Álava
01309,01041,Navaridas,01,16,País Vasco,Araba/Álava
01320,01043,Oyón-Oion,01,16,País Vasco,Araba/Álava
01321,01031,Laguardia,01,16,País Vasco,Araba/Álava
01322,01039,Moreda de Álava/Moreda Araba,01,16,País Vasco,Araba/Álava
01322,01043,Oyón-Oion,01,16,País Vasco,Araba/Álava
01322,01060,Yécora/Iekora,01,16,País Vasco,Araba/Álava
01330,01028,Labastida/Bastida,01,16,País Vasco,Araba/Álava
01340,01022,Elciego,01,16,País Vasco,Araba/Álava
01400,01036,Laudio/Llodio,01,16,País Vasco,Araba/Álava
01408,01010,Ayala/Aiara,01,16,País Vasco,Araba/Álava
01409,01042,Okondo,01,16,País Vasco,Araba/Álava
01420,01046,Erriberagoitia/Ribera Alta,01,16,País Vasco,Araba/Álava
01423,01046,Erriberagoitia/Ribera Alta,01,16,País Vasco,Araba/Álava
01423,01049,Añana,01,16,País Vasco,Araba/Álava
01423,01055,Valdegovía/Gaubea,01,16,País Vasco,Araba/Álava
01423,01902,Lantarón,01,16,País Vasco,Araba/Álava
01426,01046,Erriberagoitia/Ribera Alta,01,16,País Vasco,Araba/Álava
01426,01049,Añana,01,16,País Vasco,Araba/Álava
01426,01055,Valdegovía/Gaubea,01,16,País Vasco,Araba/Álava
01427,01055,Valdegovía/Gaubea,01,16,País Vasco,Araba/Álava
01427,09050,Berberana,09,7,Castilla y León,Burgos
01427,09192,Jurisdicción de San Zadornil,09,7,Castilla y León,Burgos
01428,01046,Erriberagoitia/Ribera Alta,01,16,País Vasco,Araba/Álava
01428,01055,Valdegovía/Gaubea,01,16,País Vasco,Araba/Álava
01428,01901,Iruña Oka/Iruña de Oca,01,16,País Vasco,Araba/Álava
01430,01020,Kuartango,01,16,País Vasco,Araba/Álava
01439,01020,Kuartango,01,16,País Vasco,Araba/Álava
01440,01054,Urkabustaiz,01,16,País Vasco,Araba/Álava
01449,01054,Urkabustaiz,01,16,País Vasco,Araba/Álava
01450,01002,Amurrio,01,16,País Vasco,Araba/Álava
01450,01054,Urkabustaiz,01,16,País Vasco,Araba/Álava
01450,01063,Zuia,01,16,País Vasco,Araba/Álava
01468,01002,Amurrio,01,16,País Vasco,Araba/Álava
01470,01002,Amurrio,01,16,País Vasco,Araba/Álava
01470,01010,Ayala/Aiara,01,16,País Vasco,Araba/Álava
01474,01004,Artziniega,01,16,País Vasco,Araba/Álava
01476,01010,Ayala/Aiara,01,16,País Vasco,Araba/Álava
01477,01010,Ayala/Aiara,01,16,País Vasco,Araba/Álava
01478,01004,Artziniega,01,16,País Vasco,Araba/Álava
01478,01010,Ayala/Aiara,01,16,País Vasco,Araba/Álava
01479,01010,Ayala/Aiara,01,16,País Vasco,Araba/Álava
01510,01008,Arratzua-Ubarrundia,01,16,País Vasco,Araba/Álava
01510,01058,Legutio,01,16,País Vasco,Araba/Álava
01510,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01520,01008,Arratzua-Ubarrundia,01,16,País Vasco,Araba/Álava
01520,01059,Vitoria-Gasteiz,01,16,País Vasco,Araba/Álava
01830,10189,Torrejoncillo,10,11,Extremadura,Cáceres
01857,10003,Acebo,10,11,Extremadura,Cáceres
02001,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02002,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02003,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02004,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02005,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02006,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02008,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02013,02059,Peñascosa,02,8,Castilla-La Mancha,Albacete
02049,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02071,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02099,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02099,02901,Pozo Cañada,02,8,Castilla-La Mancha,Albacete
02100,02073,Tarazona de la Mancha,02,8,Castilla-La Mancha,Albacete
02110,02035,"Gineta, La",02,8,Castilla-La Mancha,Albacete
02120,02060,Peñas de San Pedro,02,8,Castilla-La Mancha,Albacete
02124,02006,Alcadozo,02,8,Castilla-La Mancha,Albacete
02124,02011,Ayna,02,8,Castilla-La Mancha,Albacete
02124,02044,Liétor,02,8,Castilla-La Mancha,Albacete
02125,02011,Ayna,02,8,Castilla-La Mancha,Albacete
02126,02011,Ayna,02,8,Castilla-La Mancha,Albacete
02127,02060,Peñas de San Pedro,02,8,Castilla-La Mancha,Albacete
02128,02006,Alcadozo,02,8,Castilla-La Mancha,Albacete
02128,02060,Peñas de San Pedro,02,8,Castilla-La Mancha,Albacete
02129,02063,Pozohondo,02,8,Castilla-La Mancha,Albacete
02130,02017,Bogarra,02,8,Castilla-La Mancha,Albacete
02136,02058,Paterna del Madera,02,8,Castilla-La Mancha,Albacete
02137,02058,Paterna del Madera,02,8,Castilla-La Mancha,Albacete
02138,02017,Bogarra,02,8,Castilla-La Mancha,Albacete
02138,02059,Peñascosa,02,8,Castilla-La Mancha,Albacete
02139,02011,Ayna,02,8,Castilla-La Mancha,Albacete
02139,02017,Bogarra,02,8,Castilla-La Mancha,Albacete
02140,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02141,02063,Pozohondo,02,8,Castilla-La Mancha,Albacete
02142,02044,Liétor,02,8,Castilla-La Mancha,Albacete
02142,02063,Pozohondo,02,8,Castilla-La Mancha,Albacete
02150,02075,Valdeganga,02,8,Castilla-La Mancha,Albacete
02151,02021,Casas de Juan Núñez,02,8,Castilla-La Mancha,Albacete
02152,02002,Alatoz,02,8,Castilla-La Mancha,Albacete
02153,02020,Carcelén,02,8,Castilla-La Mancha,Albacete
02154,02064,Pozo-Lorente,02,8,Castilla-La Mancha,Albacete
02154,02083,Villavaliente,02,8,Castilla-La Mancha,Albacete
02155,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02156,02029,Chinchilla de Monte-Aragón,02,8,Castilla-La Mancha,Albacete
02160,02043,Lezuza,02,8,Castilla-La Mancha,Albacete
02161,02043,Lezuza,02,8,Castilla-La Mancha,Albacete
02162,02038,"Herrera, La",02,8,Castilla-La Mancha,Albacete
02170,21013,Bollullos Par del Condado,21,1,Andalucía,Huelva
02200,02024,Casas-Ibáñez,02,8,Castilla-La Mancha,Albacete
02210,02007,Alcalá del Júcar,02,8,Castilla-La Mancha,Albacete
02211,02007,Alcalá del Júcar,02,8,Castilla-La Mancha,Albacete
02212,02023,Casas de Ves,02,8,Castilla-La Mancha,Albacete
02213,02013,Balsa de Ves,02,8,Castilla-La Mancha,Albacete
02213,02077,Villa de Ves,02,8,Castilla-La Mancha,Albacete
02214,02007,Alcalá del Júcar,02,8,Castilla-La Mancha,Albacete
02214,02013,Balsa de Ves,02,8,Castilla-La Mancha,Albacete
02215,02005,Alborea,02,8,Castilla-La Mancha,Albacete
02215,02082,Villatoya,02,8,Castilla-La Mancha,Albacete
02220,02052,Motilleja,02,8,Castilla-La Mancha,Albacete
02230,02045,Madrigueras,02,8,Castilla-La Mancha,Albacete
02236,02078,Villalgordo del Júcar,02,8,Castilla-La Mancha,Albacete
02240,02046,Mahora,02,8,Castilla-La Mancha,Albacete
02246,02054,Navas de Jorquera,02,8,Castilla-La Mancha,Albacete
02247,02026,Cenizate,02,8,Castilla-La Mancha,Albacete
02248,02041,Jorquera,02,8,Castilla-La Mancha,Albacete
02249,02034,Fuentealbilla,02,8,Castilla-La Mancha,Albacete
02249,02041,Jorquera,02,8,Castilla-La Mancha,Albacete
02249,02066,"Recueja, La",02,8,Castilla-La Mancha,Albacete
02250,02001,Abengibre,02,8,Castilla-La Mancha,Albacete
02251,02034,Fuentealbilla,02,8,Castilla-La Mancha,Albacete
02253,02036,Golosalvo,02,8,Castilla-La Mancha,Albacete
02260,02034,Fuentealbilla,02,8,Castilla-La Mancha,Albacete
02270,02079,Villamalea,02,8,Castilla-La Mancha,Albacete
02300,02008,Alcaraz,02,8,Castilla-La Mancha,Albacete
02310,02085,Viveros,02,8,Castilla-La Mancha,Albacete
02311,02062,Povedilla,02,8,Castilla-La Mancha,Albacete
02312,02008,Alcaraz,02,8,Castilla-La Mancha,Albacete
02313,02059,Peñascosa,02,8,Castilla-La Mancha,Albacete
02314,02008,Alcaraz,02,8,Castilla-La Mancha,Albacete
02314,02047,Masegoso,02,8,Castilla-La Mancha,Albacete
02314,02059,Peñascosa,02,8,Castilla-La Mancha,Albacete
02315,02076,Vianos,02,8,Castilla-La Mancha,Albacete
02316,02070,Salobre,02,8,Castilla-La Mancha,Albacete
02320,02012,Balazote,02,8,Castilla-La Mancha,Albacete
02326,02071,San Pedro,02,8,Castilla-La Mancha,Albacete
02327,02065,Pozuelo,02,8,Castilla-La Mancha,Albacete
02328,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02329,02022,Casas de Lázaro,02,8,Castilla-La Mancha,Albacete
02330,02008,Alcaraz,02,8,Castilla-La Mancha,Albacete
02331,02068,Robledo,02,8,Castilla-La Mancha,Albacete
02332,02068,Robledo,02,8,Castilla-La Mancha,Albacete
02340,02068,Robledo,02,8,Castilla-La Mancha,Albacete
02350,02080,Villapalacios,02,8,Castilla-La Mancha,Albacete
02360,02016,Bienservida,02,8,Castilla-La Mancha,Albacete
02395,29051,Estepona,29,1,Andalucía,Málaga
02400,02037,Hellín,02,8,Castilla-La Mancha,Albacete
02409,02037,Hellín,02,8,Castilla-La Mancha,Albacete
02410,02044,Liétor,02,8,Castilla-La Mancha,Albacete
02410,09018,Aranda de Duero,09,7,Castilla y León,Burgos
02420,02037,Hellín,02,8,Castilla-La Mancha,Albacete
02430,02030,Elche de la Sierra,02,8,Castilla-La Mancha,Albacete
02434,02042,Letur,02,8,Castilla-La Mancha,Albacete
02435,02072,Socovos,02,8,Castilla-La Mancha,Albacete
02436,02031,Férez,02,8,Castilla-La Mancha,Albacete
02437,02072,Socovos,02,8,Castilla-La Mancha,Albacete
02439,02030,Elche de la Sierra,02,8,Castilla-La Mancha,Albacete
02440,02049,Molinicos,02,8,Castilla-La Mancha,Albacete
02448,02017,Bogarra,02,8,Castilla-La Mancha,Albacete
02448,02049,Molinicos,02,8,Castilla-La Mancha,Albacete
02449,02030,Elche de la Sierra,02,8,Castilla-La Mancha,Albacete
02449,02049,Molinicos,02,8,Castilla-La Mancha,Albacete
02450,02067,Riópar,02,8,Castilla-La Mancha,Albacete
02459,02067,Riópar,02,8,Castilla-La Mancha,Albacete
02460,02084,Villaverde de Guadalimar,02,8,Castilla-La Mancha,Albacete
02461,02028,Cotillas,02,8,Castilla-La Mancha,Albacete
02462,02067,Riópar,02,8,Castilla-La Mancha,Albacete
02462,02084,Villaverde de Guadalimar,02,8,Castilla-La Mancha,Albacete
02470,02030,Elche de la Sierra,02,8,Castilla-La Mancha,Albacete
02480,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02482,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02484,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02485,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02486,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02487,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02488,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02489,02086,Yeste,02,8,Castilla-La Mancha,Albacete
02490,02037,Hellín,02,8,Castilla-La Mancha,Albacete
02498,02037,Hellín,02,8,Castilla-La Mancha,Albacete
02499,02037,Hellín,02,8,Castilla-La Mancha,Albacete
02500,02074,Tobarra,02,8,Castilla-La Mancha,Albacete
02510,02029,Chinchilla de Monte-Aragón,02,8,Castilla-La Mancha,Albacete
02510,02901,Pozo Cañada,02,8,Castilla-La Mancha,Albacete
02511,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02512,02003,Albacete,02,8,Castilla-La Mancha,Albacete
02513,02074,Tobarra,02,8,Castilla-La Mancha,Albacete
02514,02074,Tobarra,02,8,Castilla-La Mancha,Albacete
02520,02029,Chinchilla de Monte-Aragón,02,8,Castilla-La Mancha,Albacete
02529,02029,Chinchilla de Monte-Aragón,02,8,Castilla-La Mancha,Albacete
02530,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02534,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02535,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02536,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02537,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02538,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02539,02055,Nerpio,02,8,Castilla-La Mancha,Albacete
02600,02081,Villarrobledo,02,8,Castilla-La Mancha,Albacete
02610,02019,"Bonillo, El",02,8,Castilla-La Mancha,Albacete
02611,02057,Ossa de Montiel,02,8,Castilla-La Mancha,Albacete
02612,02053,Munera,02,8,Castilla-La Mancha,Albacete
02612,02081,Villarrobledo,02,8,Castilla-La Mancha,Albacete
02614,02014,"Ballestero, El",02,8,Castilla-La Mancha,Albacete
02620,02048,Minaya,02,8,Castilla-La Mancha,Albacete
02630,02069,"Roda, La",02,8,Castilla-La Mancha,Albacete
02636,02078,Villalgordo del Júcar,02,8,Castilla-La Mancha,Albacete
02636,16060,Casas de Benítez,16,8,Castilla-La Mancha,Cuenca
02637,02032,Fuensanta,02,8,Castilla-La Mancha,Albacete
02638,02050,Montalvos,02,8,Castilla-La Mancha,Albacete
02639,02015,Barrax,02,8,Castilla-La Mancha,Albacete
02639,02069,"Roda, La",02,8,Castilla-La Mancha,Albacete
02640,02009,Almansa,02,8,Castilla-La Mancha,Albacete
02650,02051,Montealegre del Castillo,02,8,Castilla-La Mancha,Albacete
02651,02033,Fuente-Álamo,02,8,Castilla-La Mancha,Albacete
02652,02056,Ontur,02,8,Castilla-La Mancha,Albacete
02653,02004,Albatana,02,8,Castilla-La Mancha,Albacete
02660,02025,Caudete,02,8,Castilla-La Mancha,Albacete
02660,02081,Villarrobledo,02,8,Castilla-La Mancha,Albacete
02690,02010,Alpera,02,8,Castilla-La Mancha,Albacete
02690,02039,Higueruela,02,8,Castilla-La Mancha,Albacete
02691,02018,Bonete,02,8,Castilla-La Mancha,Albacete
02692,02029,Chinchilla de Monte-Aragón,02,8,Castilla-La Mancha,Albacete
02692,02061,Pétrola,02,8,Castilla-La Mancha,Albacete
02693,02027,Corral-Rubio,02,8,Castilla-La Mancha,Albacete
02693,02061,Pétrola,02,8,Castilla-La Mancha,Albacete
02694,02039,Higueruela,02,8,Castilla-La Mancha,Albacete
02695,02029,Chinchilla de Monte-Aragón,02,8,Castilla-La Mancha,Albacete
02696,02040,Hoya-Gonzalo,02,8,Castilla-La Mancha,Albacete
02999,02011,Ayna,02,8,Castilla-La Mancha,Albacete
03001,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03002,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03003,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03004,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03005,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03006,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03007,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03008,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03009,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03010,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03011,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03012,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03013,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03014,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03015,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03016,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03100,03083,Jijona/Xixona,03,10,Comunitat Valenciana,Alicante/Alacant
03108,03132,"Torremanzanas/Torre de les Maçanes, la",03,10,Comunitat Valenciana,Alicante/Alacant
03109,03129,Tibi,03,10,Comunitat Valenciana,Alicante/Alacant
03110,03090,Mutxamel,03,10,Comunitat Valenciana,Alicante/Alacant
03111,03046,Busot,03,10,Comunitat Valenciana,Alicante/Alacant
03112,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03113,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03113,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03114,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03115,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03119,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03130,03121,Santa Pola,03,10,Comunitat Valenciana,Alicante/Alacant
03138,03014,Alicante/Alacant,03,10,Comunitat Valenciana,Alicante/Alacant
03139,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03140,03076,Guardamar del Segura,03,10,Comunitat Valenciana,Alicante/Alacant
03150,03064,Dolores,03,10,Comunitat Valenciana,Alicante/Alacant
03158,03055,Catral,03,10,Comunitat Valenciana,Alicante/Alacant
03158,03059,Crevillent,03,10,Comunitat Valenciana,Alicante/Alacant
03159,03061,Daya Nueva,03,10,Comunitat Valenciana,Alicante/Alacant
03160,03015,Almoradí,03,10,Comunitat Valenciana,Alicante/Alacant
03169,03012,Algorfa,03,10,Comunitat Valenciana,Alicante/Alacant
03170,03113,Rojales,03,10,Comunitat Valenciana,Alicante/Alacant
03176,03012,Algorfa,03,10,Comunitat Valenciana,Alicante/Alacant
03177,03062,Daya Vieja,03,10,Comunitat Valenciana,Alicante/Alacant
03177,03070,Formentera del Segura,03,10,Comunitat Valenciana,Alicante/Alacant
03177,03118,San Fulgencio,03,10,Comunitat Valenciana,Alicante/Alacant
03178,03034,Benijófar,03,10,Comunitat Valenciana,Alicante/Alacant
03179,03015,Almoradí,03,10,Comunitat Valenciana,Alicante/Alacant
03179,03070,Formentera del Segura,03,10,Comunitat Valenciana,Alicante/Alacant
03181,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03182,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03183,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03184,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03185,03103,Penàguila,03,10,Comunitat Valenciana,Alicante/Alacant
03185,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03186,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03187,03903,"Montesinos, Los",03,10,Comunitat Valenciana,Alicante/Alacant
03188,03133,Torrevieja,03,10,Comunitat Valenciana,Alicante/Alacant
03189,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03190,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03190,03902,Pilar de la Horadada,03,10,Comunitat Valenciana,Alicante/Alacant
03191,03902,Pilar de la Horadada,03,10,Comunitat Valenciana,Alicante/Alacant
03193,03120,San Miguel de Salinas,03,10,Comunitat Valenciana,Alicante/Alacant
03194,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03195,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03201,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03202,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03203,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03204,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03205,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03206,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03207,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03208,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03290,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03291,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03292,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03293,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03294,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03295,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03296,03065,Elche/Elx,03,10,Comunitat Valenciana,Alicante/Alacant
03300,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03310,03080,Jacarilla,03,10,Comunitat Valenciana,Alicante/Alacant
03311,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03312,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03313,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03314,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
03315,03099,Orihuela,03,10,Comunitat Valenciana,Alicante/Alacant
